timestamp,x,x1,y,y1,Arret,Arret suivant,Arret precedent,Délai réel,Prédiction RATP,Prédiction IA,bus_id,code_iti,geometry
2017-05-01 21:16:50,2.3691504213846337,2.3705648425106256,48.85248134181,48.84943420061224, ,LYON-LEDRU ROLLIN,BASTILLE,80 s,1074 s,89 s,B3100,ITI:55,"LINESTRING (2.369150421384634 48.85248134181, 2.368973517055712 48.85271506309138, 2.369354445223992 48.85205887612548, 2.369762601223538 48.85140268016068, 2.370456103872005 48.84975778043117, 2.370564842510626 48.84943420061224)"
2017-05-01 21:17:50,2.3705648425106256,2.3709863351146043,48.84943420061224,48.848400520646614, ,LYON-LEDRU ROLLIN,BASTILLE,20 s,0 s,18 s,B3100,ITI:55,"LINESTRING (2.370564842510626 48.84943420061224, 2.370727924725123 48.84891288058662, 2.370986335114604 48.84840052064661)"
2017-05-01 21:18:10,2.3709863351146043,2.3709863351146043,48.848400520646614,48.848400520646614,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,BASTILLE,77 s,6 s,89 s,B3100,ITI:55,"LINESTRING (2.370986335114604 48.84840052064661, 2.370986335114604 48.84840052064661)"
2017-05-01 21:18:50,2.3709863351146043,2.3721830198352643,48.848400520646614,48.84588367489985, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,37 s,0 s,89 s,B3100,ITI:55,"LINESTRING (2.370986335114604 48.84840052064661, 2.3715030753048 48.84727693595099, 2.37188384754169 48.84649491293288, 2.372183019835264 48.84588367489985)"
2017-05-01 21:19:27,2.3721830198352643,2.3721830198352643,48.84588367489985,48.84588367489985,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,LYON-LEDRU ROLLIN,113 s,21 s,102 s,B3100,ITI:55,"LINESTRING (2.372183019835264 48.84588367489985, 2.372183019835264 48.84588367489985)"
2017-05-01 21:19:50,2.3721830198352643,2.371011675920099,48.84588367489985,48.84548856212858, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,90 s,0 s,102 s,B3100,ITI:55,"LINESTRING (2.372183019835264 48.84588367489985, 2.371011675920099 48.84548856212858)"
2017-05-01 21:20:50,2.371011675920099,2.371937073431672,48.84548856212858,48.84463448200334, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,30 s,27 s,20 s,B3100,ITI:55,"LINESTRING (2.371011675920099 48.84548856212858, 2.371161482545752 48.84551548211076, 2.371937073431672 48.84463448200334)"
2017-05-01 21:21:20,2.371937073431672,2.371937073431672,48.84463448200334,48.84463448200334,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON-DIDEROT,68 s,0 s,87 s,B3100,ITI:55,"LINESTRING (2.371937073431672 48.84463448200334, 2.371937073431672 48.84463448200334)"
2017-05-01 21:21:50,2.371937073431672,2.374536678589191,48.84463448200334,48.842917078753395, ,GARE DE LYON,GARE DE LYON VAN GOGH,38 s,27 s,87 s,B3100,ITI:55,"LINESTRING (2.371937073431672 48.84463448200334, 2.372427149843837 48.84443661277899, 2.373584146226197 48.84380713867785, 2.373706652682115 48.84374418854783, 2.374536678589191 48.84291707875339)"
2017-05-01 21:22:28,2.374536678589191,2.374536678589191,48.842917078753395,48.842917078753395,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,32 s,0 s,59 s,B3100,ITI:55,"LINESTRING (2.374536678589191 48.84291707875339, 2.374536678589191 48.84291707875339)"
2017-05-01 21:22:50,2.374536678589191,2.3786334691416324,48.842917078753395,48.84068681519197, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,10 s,79 s,59 s,B3100,ITI:55,"LINESTRING (2.374536678589191 48.84291707875339, 2.375925267479812 48.84252118434856, 2.376360951715026 48.84246711683733, 2.376510527958338 48.84219744148189, 2.378075633618781 48.8412172730763, 2.377953025619335 48.84113642712941, 2.378633469141632 48.84068681519197)"
2017-05-01 21:23:00,2.3786334691416324,2.3786334691416324,48.84068681519197,48.84068681519197,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,GARE DE LYON,67 s,0 s,94 s,B3100,ITI:55,"LINESTRING (2.378633469141632 48.84068681519197, 2.378633469141632 48.84068681519197)"
2017-05-01 21:23:50,2.3786334691416324,2.3815875863280973,48.84068681519197,48.84005662326685, ,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,17 s,1003 s,94 s,B3100,ITI:55,"LINESTRING (2.378633469141632 48.84068681519197, 2.379545508723421 48.84040788066652, 2.380498490703144 48.8402547499779, 2.381587586328097 48.84005662326685)"
2017-05-01 21:24:07,2.3815875863280973,2.3815875863280973,48.84005662326685,48.84005662326685,GARE DE BERCY,DUGOMMIER,MINISTERE DE L'ECONOMIE ET DES FINANCES,104 s,61 s,26 s,B3100,ITI:55,"LINESTRING (2.381587586328097 48.84005662326685, 2.381587586328097 48.84005662326685)"
2017-05-01 21:24:50,2.3815875863280973,2.3867879637372007,48.84005662326685,48.83917379272717, ,DUGOMMIER,GARE DE BERCY,61 s,49 s,26 s,B3100,ITI:55,"LINESTRING (2.381587586328097 48.84005662326685, 2.382390782962048 48.83990353306145, 2.382976171581904 48.83980444659504, 2.38548108236357 48.83939901824952, 2.386787963737201 48.83917379272717)"
2017-05-01 21:25:50,2.3867879637372007,2.3888430050716467,48.83917379272717,48.838265176010545, ,DUGOMMIER,GARE DE BERCY,1 s,0 s,22 s,B3100,ITI:55,"LINESTRING (2.386787963737201 48.83917379272717, 2.387155513704719 48.83910173876005, 2.388108422799164 48.83892158432702, 2.388843005071647 48.83826517601054)"
2017-05-01 21:25:51,2.3888430050716467,2.3888430050716467,48.838265176010545,48.838265176010545,DUGOMMIER,CHARENTON-WATTIGNIES,GARE DE BERCY,67 s,152 s,53 s,B3100,ITI:55,"LINESTRING (2.388843005071647 48.83826517601054, 2.388843005071647 48.83826517601054)"
2017-05-01 21:26:50,2.3888430050716467,2.390897788576761,48.838265176010545,48.83717677173239, ,CHARENTON-WATTIGNIES,DUGOMMIER,8 s,92 s,53 s,B3100,ITI:55,"LINESTRING (2.388843005071647 48.83826517601054, 2.390162486994041 48.83708722498476, 2.390897788576761 48.83717677173239)"
2017-05-01 21:26:58,2.390897788576761,2.390897788576761,48.83717677173239,48.83717677173239,CHARENTON-WATTIGNIES,NICOLAI,DUGOMMIER,79 s,0 s,55 s,B3100,ITI:55,"LINESTRING (2.390897788576761 48.83717677173239, 2.390897788576761 48.83717677173239)"
2017-05-01 21:27:50,2.390897788576761,2.3933594888836347,48.83717677173239,48.834757976748456, ,NICOLAI,CHARENTON-WATTIGNIES,27 s,0 s,55 s,B3100,ITI:55,"LINESTRING (2.390897788576761 48.83717677173239, 2.391442313425168 48.83710462454052, 2.391523909293403 48.83701471160494, 2.391619072724222 48.83687985452102, 2.392162803992767 48.83606173509335, 2.393359488883635 48.83475797674846)"
2017-05-01 21:28:17,2.3933594888836347,2.3933594888836347,48.834757976748456,48.834757976748456,NICOLAI,CHARENTON-JARDINIERS,CHARENTON-WATTIGNIES,40 s,110 s,28 s,B3100,ITI:55,"LINESTRING (2.393359488883635 48.83475797674846, 2.393359488883635 48.83475797674846)"
2017-05-01 21:28:50,2.3933594888836347,2.3955224568284397,48.834757976748456,48.833229045867064, ,CHARENTON-JARDINIERS,NICOLAI,7 s,95 s,28 s,B3100,ITI:55,"LINESTRING (2.393359488883635 48.83475797674846, 2.39552245682844 48.83322904586706)"
2017-05-01 21:28:57,2.3955224568284397,2.3955224568284397,48.833229045867064,48.833229045867064,CHARENTON-JARDINIERS,PORTE DE CHARENTON,NICOLAI,86 s,58 s,59 s,B3100,ITI:55,"LINESTRING (2.39552245682844 48.83322904586706, 2.39552245682844 48.83322904586706)"
2017-05-01 21:29:50,2.3955224568284397,2.3980948422467554,48.833229045867064,48.832670527418706, ,PORTE DE CHARENTON,CHARENTON-JARDINIERS,33 s,54 s,57 s,B3100,ITI:55,"LINESTRING (2.39552245682844 48.83322904586706, 2.396542733768516 48.83255447156394, 2.397318147308613 48.83205976421844, 2.398939668085704 48.8333172004003, 2.400765603186789 48.8346733679486, 2.401309488881117 48.83411584553758, 2.402111816343845 48.83338741539799, 2.399891779046906 48.83259769467251, 2.399782814525391 48.83255281390104, 2.398094842246755 48.83267052741871)"
2017-05-01 21:30:23,2.3980948422467554,2.3980948422467554,48.832670527418706,48.832670527418706,PORTE DE CHARENTON,PORTE DE REUILLY.,CHARENTON-JARDINIERS,51 s,0 s,21 s,B3100,ITI:55,"LINESTRING (2.398094842246755 48.83267052741871, 2.398094842246755 48.83267052741871)"
2017-05-01 21:30:51,2.3980948422467554,2.399675471998446,48.832670527418706,48.83385607306432, ,PORTE DE REUILLY.,PORTE DE CHARENTON,23 s,112 s,21 s,B3100,ITI:55,"LINESTRING (2.398094842246755 48.83267052741871, 2.399782814525391 48.83255281390104, 2.399891779046906 48.83259769467251, 2.402111816343845 48.83338741539799, 2.401309488881117 48.83411584553758, 2.400765603186789 48.8346733679486, 2.399675471998446 48.83385607306432)"
2017-05-01 21:31:14,2.399675471998446,2.399675471998446,48.83385607306432,48.83385607306432,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE CHARENTON,0 s,88 s,0 s,B3100,ITI:55,"LINESTRING (2.399675471998446 48.83385607306432, 2.399675471998446 48.83385607306432)"
2017-05-01 21:32:18,2.4005750682293354,2.4005750682293354,48.834727395007285,48.834727395007285,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,69 s,0 s,51 s,B3100,ITI:54,"LINESTRING (2.400575068229335 48.83472739500728, 2.400575068229335 48.83472739500728)"
2017-05-01 21:32:51,2.4005750682293354,2.3966416717109422,48.834727395007285,48.83573603218161, ,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,36 s,53 s,51 s,B3100,ITI:54,"LINESTRING (2.400575068229335 48.83472739500728, 2.399772059538619 48.8349255464482, 2.398737652163615 48.8351687501187, 2.397866609508054 48.8354118616936, 2.397730495588483 48.83543889367917, 2.396641671710942 48.83573603218161)"
2017-05-01 21:33:27,2.3966416717109422,2.3943550386617445,48.83573603218161,48.83630336865282,WATTIGNIES-GRAVELLE,NICOLAI,PORTE DE REUILLY,21 s,0 s,14 s,B3100,ITI:54,"LINESTRING (2.396641671710942 48.83573603218161, 2.394355038661744 48.83630336865282)"
2017-05-01 21:33:48,2.3943550386617445,2.3943550386617445,48.83630336865282,48.83630336865282,NICOLAI,CHARENTON-WATTIGNIES,WATTIGNIES-GRAVELLE,135 s,62 s,21 s,B3100,ITI:54,"LINESTRING (2.394355038661744 48.83630336865282, 2.394355038661744 48.83630336865282)"
2017-05-01 21:33:51,2.3943550386617445,2.391809757216373,48.83630336865282,48.83695166792608, ,CHARENTON-WATTIGNIES,NICOLAI,132 s,0 s,21 s,B3100,ITI:54,"LINESTRING (2.394355038661744 48.83630336865282, 2.393157297271912 48.83663647757343, 2.391809757216373 48.83695166792608)"
2017-05-01 21:34:51,2.391809757216373,2.3909798601444434,48.83695166792608,48.83754522529932, ,CHARENTON-WATTIGNIES,NICOLAI,72 s,38 s,31 s,B3100,ITI:54,"LINESTRING (2.391809757216373 48.83695166792608, 2.391523909293403 48.83701471160494, 2.391442313425168 48.83710462454052, 2.390979860144443 48.83754522529932)"
2017-05-01 21:35:51,2.3909798601444434,2.390367686893196,48.83754522529932,48.83803981640534, ,CHARENTON-WATTIGNIES,NICOLAI,12 s,32 s,21 s,B3100,ITI:54,"LINESTRING (2.390979860144443 48.83754522529932, 2.390367686893196 48.83803981640534)"
2017-05-01 21:36:03,2.390367686893196,2.390367686893196,48.83803981640534,48.83803981640534,CHARENTON-WATTIGNIES,DUGOMMIER,NICOLAI,69 s,0 s,40 s,B3100,ITI:54,"LINESTRING (2.390367686893196 48.83803981640534, 2.390367686893196 48.83803981640534)"
2017-05-01 21:36:51,2.390367686893196,2.388217355282204,48.83803981640534,48.83893052531496, ,DUGOMMIER,CHARENTON-WATTIGNIES,21 s,37 s,40 s,B3100,ITI:54,"LINESTRING (2.390367686893196 48.83803981640534, 2.388802194936935 48.83830114395811, 2.388217355282204 48.83893052531496)"
2017-05-01 21:37:12,2.388217355282204,2.388217355282204,48.83893052531496,48.83893052531496,DUGOMMIER,GARE DE BERCY,CHARENTON-WATTIGNIES,75 s,32 s,76 s,B3100,ITI:54,"LINESTRING (2.388217355282204 48.83893052531496, 2.388217355282204 48.83893052531496)"
2017-05-01 21:37:51,2.388217355282204,2.3806890819092814,48.83893052531496,48.840218730392216, ,GARE DE BERCY,DUGOMMIER,36 s,26 s,76 s,B3100,ITI:54,"LINESTRING (2.388217355282204 48.83893052531496, 2.387155513704719 48.83910173876005, 2.386474866390517 48.83923683549681, 2.38548108236357 48.83939901824952, 2.382976171581904 48.83980444659504, 2.382390782962048 48.83990353306145, 2.381873470812123 48.8400025911501, 2.380689081909281 48.84021873039222)"
2017-05-01 21:38:27,2.3806890819092814,2.3806890819092814,48.840218730392216,48.840218730392216,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,DUGOMMIER,33 s,0 s,45 s,B3100,ITI:54,"LINESTRING (2.380689081909281 48.84021873039222, 2.380689081909281 48.84021873039222)"
2017-05-01 21:38:51,2.3806890819092814,2.378102731282792,48.840218730392216,48.84104650039573, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,9 s,90 s,45 s,B3100,ITI:54,"LINESTRING (2.380689081909281 48.84021873039222, 2.379545508723421 48.84040788066652, 2.378973672025249 48.84044403260568, 2.377953025619335 48.84113642712941, 2.378102731282792 48.84104650039573)"
2017-05-01 21:39:00,2.378102731282792,2.378102731282792,48.84104650039573,48.84104650039573,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,GARE DE BERCY,118 s,75 s,129 s,B3100,ITI:54,"LINESTRING (2.378102731282792 48.84104650039573, 2.378102731282792 48.84104650039573)"
2017-05-01 21:39:51,2.378102731282792,2.3749044482038664,48.84104650039573,48.843087726163596, ,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,67 s,7 s,129 s,B3100,ITI:54,"LINESTRING (2.378102731282792 48.84104650039573, 2.376510527958338 48.84219744148189, 2.376374419000316 48.8422693865854, 2.375925267479812 48.84252118434856, 2.374904448203866 48.8430877261636)"
2017-05-01 21:40:51,2.3749044482038664,2.373706652682116,48.843087726163596,48.84374418854783, ,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,7 s,0 s,30 s,B3100,ITI:54,"LINESTRING (2.374904448203866 48.8430877261636, 2.373706652682116 48.84374418854783)"
2017-05-01 21:40:58,2.373706652682116,2.373706652682116,48.84374418854783,48.84374418854783,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON,284 s,58 s,275 s,B3100,ITI:54,"LINESTRING (2.373706652682116 48.84374418854783, 2.373706652682116 48.84374418854783)"
2017-05-01 21:41:51,2.373706652682116,2.3712431326806165,48.84374418854783,48.84543457120039, ,GARE DE LYON-DIDEROT,GARE DE LYON,231 s,53 s,269 s,B3100,ITI:54,"LINESTRING (2.373706652682116 48.84374418854783, 2.373584146226197 48.84380713867785, 2.372427149843837 48.84443661277899, 2.372331813271638 48.84440967833326, 2.371243132680616 48.84543457120039)"
2017-05-01 21:42:51,2.3712431326806165,2.3721692150213807,48.84543457120039,48.845605066048066, ,GARE DE LYON-DIDEROT,GARE DE LYON,171 s,15 s,129 s,B3100,ITI:54,"LINESTRING (2.371243132680616 48.84543457120039, 2.372169215021381 48.84560506604807)"
2017-05-01 21:43:51,2.3721692150213807,2.3727139526678966,48.845605066048066,48.84567680519393, ,GARE DE LYON-DIDEROT,GARE DE LYON,111 s,0 s,46 s,B3100,ITI:54,"LINESTRING (2.372169215021381 48.84560506604807, 2.372387102594764 48.84562297699158, 2.372455194779358 48.84563194439659, 2.372713952667897 48.84567680519393)"
2017-05-01 21:44:51,2.3727139526678966,2.373898994623819,48.84567680519393,48.84616177205511, ,GARE DE LYON-DIDEROT,GARE DE LYON,51 s,50 s,34 s,B3100,ITI:54,"LINESTRING (2.372713952667897 48.84567680519393, 2.37339488310639 48.84577546312719, 2.373789815211975 48.84582028017643, 2.373898994623819 48.84616177205511)"
2017-05-01 21:45:42,2.373898994623819,2.373898994623819,48.84616177205511,48.84616177205511,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,GARE DE LYON,67 s,0 s,120 s,B3100,ITI:54,"LINESTRING (2.373898994623819 48.84616177205511, 2.373898994623819 48.84616177205511)"
2017-05-01 21:45:51,2.373898994623819,2.3721985866326936,48.84616177205511,48.84877764577794, ,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,58 s,989 s,120 s,B3100,ITI:54,"LINESTRING (2.373898994623819 48.84616177205511, 2.373858668937046 48.84690774755961, 2.373859417322681 48.84796827241107, 2.372552539605366 48.84860677905339, 2.372198586632694 48.84877764577794)"
2017-05-01 21:46:49,2.3721985866326936,2.3721985866326936,48.84877764577794,48.84877764577794,LYON-LEDRU ROLLIN,BASTILLE.,GARE DE LYON-DIDEROT,108 s,0 s,20 s,B3100,ITI:54,"LINESTRING (2.372198586632694 48.84877764577794, 2.372198586632694 48.84877764577794)"
2017-05-01 21:46:51,2.3721985866326936,2.3721985866326936,48.84877764577794,48.84877764577794, ,BASTILLE.,LYON-LEDRU ROLLIN,106 s,51 s,20 s,B3100,ITI:54,"LINESTRING (2.372198586632694 48.84877764577794, 2.372198586632694 48.84877764577794)"
2017-05-01 21:47:52,2.3721985866326936,2.369463485778775,48.84877764577794,48.852202646147134, ,BASTILLE.,LYON-LEDRU ROLLIN,45 s,39 s,48 s,B3100,ITI:54,"LINESTRING (2.372198586632694 48.84877764577794, 2.371477055556789 48.84911937991443, 2.370687615018723 48.84975771566265, 2.369885186798107 48.8514296090513, 2.369531468642982 48.85202287841297, 2.369259528812785 48.85273296149922, 2.368973517055712 48.85271506309138, 2.369463485778775 48.85220264614713)"
2017-05-01 21:48:37,2.369463485778775,2.369463485778775,48.852202646147134,48.852202646147134,BASTILLE.,BASTILLE.,LYON-LEDRU ROLLIN,0 s,77 s,0 s,B3100,ITI:54,"LINESTRING (2.369463485778775 48.85220264614713, 2.369463485778775 48.85220264614713)"
2017-05-01 22:15:49,2.4003573041372896,2.4003573041372896,48.83478143619363,48.83478143619363,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,44 s,68 s,44 s,B3100,ITI:54,"LINESTRING (2.40035730413729 48.83478143619363, 2.40035730413729 48.83478143619363)"
2017-05-01 22:15:54,2.4003573041372896,2.39680500588729,48.83478143619363,48.83570000024875, ,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,39 s,43 s,44 s,B3100,ITI:54,"LINESTRING (2.40035730413729 48.83478143619363, 2.399772059538619 48.8349255464482, 2.398737652163615 48.8351687501187, 2.397866609508054 48.8354118616936, 2.397730495588483 48.83543889367917, 2.39680500588729 48.83570000024875)"
2017-05-01 22:16:33,2.39680500588729,2.39680500588729,48.83570000024875,48.83570000024875,WATTIGNIES-GRAVELLE,NICOLAI,PORTE DE REUILLY,25 s,0 s,21 s,B3100,ITI:54,"LINESTRING (2.39680500588729 48.83570000024875, 2.39680500588729 48.83570000024875)"
2017-05-01 22:16:54,2.39680500588729,2.39356562591376,48.83570000024875,48.836528434181616, ,NICOLAI,WATTIGNIES-GRAVELLE,4 s,-22 s,21 s,B3100,ITI:54,"LINESTRING (2.39680500588729 48.83570000024875, 2.394627254534846 48.83623133712383, 2.39356562591376 48.83652843418162)"
2017-05-01 22:16:58,2.39356562591376,2.39356562591376,48.836528434181616,48.836528434181616,NICOLAI,CHARENTON-WATTIGNIES,WATTIGNIES-GRAVELLE,99 s,0 s,72 s,B3100,ITI:54,"LINESTRING (2.39356562591376 48.83652843418162, 2.39356562591376 48.83652843418162)"
2017-05-01 22:17:54,2.39356562591376,2.390326868798949,48.836528434181616,48.8380667973164, ,CHARENTON-WATTIGNIES,NICOLAI,43 s,63 s,70 s,B3100,ITI:54,"LINESTRING (2.39356562591376 48.83652843418162, 2.391809757216373 48.83695166792608, 2.391523909293403 48.83701471160494, 2.391442313425168 48.83710462454052, 2.39121112982727 48.83736536923274, 2.390326868798949 48.8380667973164)"
2017-05-01 22:18:37,2.390326868798949,2.390326868798949,48.8380667973164,48.8380667973164,CHARENTON-WATTIGNIES,DUGOMMIER,NICOLAI,30 s,14 s,55 s,B3100,ITI:54,"LINESTRING (2.390326868798949 48.8380667973164, 2.390326868798949 48.8380667973164)"
2017-05-01 22:18:54,2.390326868798949,2.388203739823037,48.8380667973164,48.83893053114186, ,DUGOMMIER,CHARENTON-WATTIGNIES,13 s,0 s,55 s,B3100,ITI:54,"LINESTRING (2.390326868798949 48.8380667973164, 2.389184106850971 48.83898403298089, 2.388203739823037 48.83893053114186)"
2017-05-01 22:19:07,2.388203739823037,2.388203739823037,48.83893053114186,48.83893053114186,DUGOMMIER,GARE DE BERCY,CHARENTON-WATTIGNIES,75 s,58 s,82 s,B3100,ITI:54,"LINESTRING (2.388203739823037 48.83893053114186, 2.388203739823037 48.83893053114186)"
2017-05-01 22:19:54,2.388203739823037,2.380757153362921,48.83893053114186,48.8402097179878, ,GARE DE BERCY,DUGOMMIER,28 s,40 s,82 s,B3100,ITI:54,"LINESTRING (2.388203739823037 48.83893053114186, 2.387155513704719 48.83910173876005, 2.386474866390517 48.83923683549681, 2.38548108236357 48.83939901824952, 2.382976171581904 48.83980444659504, 2.382390782962048 48.83990353306145, 2.381873470812123 48.8400025911501, 2.380757153362921 48.8402097179878)"
2017-05-01 22:20:22,2.380757153362921,2.380757153362921,48.8402097179878,48.8402097179878,GARE DE BERCY,GARE DE LYON,DUGOMMIER,126 s,261 s,37 s,B3100,ITI:54,"LINESTRING (2.380757153362921 48.8402097179878, 2.380757153362921 48.8402097179878)"
2017-05-01 22:20:54,2.380757153362921,2.37804829548966,48.8402097179878,48.84108246924677, ,GARE DE LYON,GARE DE BERCY,94 s,168 s,37 s,B3100,ITI:54,"LINESTRING (2.380757153362921 48.8402097179878, 2.379545508723421 48.84040788066652, 2.378973672025249 48.84044403260568, 2.37804829548966 48.84108246924677)"
2017-05-01 22:21:54,2.37804829548966,2.373693042271261,48.84108246924677,48.843753180241, ,GARE DE LYON,GARE DE BERCY,34 s,163 s,56 s,B3100,ITI:54,"LINESTRING (2.37804829548966 48.84108246924677, 2.378075633618781 48.8412172730763, 2.376510527958338 48.84219744148189, 2.376374419000316 48.8422693865854, 2.375925267479812 48.84252118434856, 2.374196662732196 48.84347441168067, 2.373693042271261 48.843753180241)"
2017-05-01 22:22:28,2.373693042271261,2.373693042271261,48.843753180241,48.843753180241,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON,132 s,146 s,190 s,B3100,ITI:54,"LINESTRING (2.373693042271261 48.843753180241, 2.373693042271261 48.843753180241)"
2017-05-01 22:22:54,2.373693042271261,2.3714880874882285,48.843753180241,48.84520082561677, ,GARE DE LYON-DIDEROT,GARE DE LYON,106 s,68 s,190 s,B3100,ITI:54,"LINESTRING (2.373693042271261 48.843753180241, 2.373584146226197 48.84380713867785, 2.372427149843837 48.84443661277899, 2.372331813271638 48.84440967833326, 2.371488087488228 48.84520082561677)"
2017-05-01 22:23:54,2.3714880874882285,2.373899039067008,48.84520082561677,48.846224684609616, ,GARE DE LYON-DIDEROT,GARE DE LYON,46 s,186 s,183 s,B3100,ITI:54,"LINESTRING (2.371488087488228 48.84520082561677, 2.372087505711376 48.84559610246336, 2.372387102594764 48.84562297699158, 2.372455194779358 48.84563194439659, 2.372795662213262 48.84568576834822, 2.37339488310639 48.84577546312719, 2.373789815211975 48.84582028017643, 2.373899039067008 48.84622468460962)"
2017-05-01 22:24:40,2.373899039067008,2.373899039067008,48.846224684609616,48.846224684609616,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,GARE DE LYON,47 s,159 s,101 s,B3100,ITI:54,"LINESTRING (2.373899039067008 48.84622468460962, 2.373899039067008 48.84622468460962)"
2017-05-01 22:24:54,2.373899039067008,2.3715587346477927,48.846224684609616,48.8490744189719, ,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,33 s,0 s,101 s,B3100,ITI:54,"LINESTRING (2.373899039067008 48.84622468460962, 2.373858668937046 48.84690774755961, 2.373859417322681 48.84796827241107, 2.372552539605366 48.84860677905339, 2.371953539976054 48.84889455480513, 2.371558734647793 48.8490744189719)"
2017-05-01 22:25:27,2.3715587346477927,2.3715587346477927,48.8490744189719,48.8490744189719,LYON-LEDRU ROLLIN,BASTILLE.,GARE DE LYON-DIDEROT,70 s,111 s,80 s,B3100,ITI:54,"LINESTRING (2.371558734647793 48.8490744189719, 2.371558734647793 48.8490744189719)"
2017-05-01 22:25:54,2.3715587346477927,2.369463485778775,48.8490744189719,48.852202646147134, ,BASTILLE.,LYON-LEDRU ROLLIN,43 s,105 s,80 s,B3100,ITI:54,"LINESTRING (2.371558734647793 48.8490744189719, 2.370687615018723 48.84975771566265, 2.369885186798107 48.8514296090513, 2.369531468642982 48.85202287841297, 2.369259528812785 48.85273296149922, 2.368973517055712 48.85271506309138, 2.369463485778775 48.85220264614713)"
2017-05-01 22:26:37,2.369463485778775,2.369463485778775,48.852202646147134,48.852202646147134,BASTILLE.,BASTILLE.,LYON-LEDRU ROLLIN,0 s,0 s,0 s,B3100,ITI:54,"LINESTRING (2.369463485778775 48.85220264614713, 2.369463485778775 48.85220264614713)"
2017-05-01 22:37:28,2.3691368134159334,2.3691368134159334,48.852499320381014,48.852499320381014,BASTILLE,LYON-LEDRU ROLLIN,BASTILLE,99 s,36 s,89 s,B3100,ITI:55,"LINESTRING (2.369136813415933 48.85249932038101, 2.369136813415933 48.85249932038101)"
2017-05-01 22:37:54,2.3691368134159334,2.3705648251954554,48.852499320381014,48.849407238158776, ,LYON-LEDRU ROLLIN,BASTILLE,73 s,0 s,89 s,B3100,ITI:55,"LINESTRING (2.369136813415933 48.85249932038101, 2.368973517055712 48.85271506309138, 2.369354445223992 48.85205887612548, 2.369762601223538 48.85140268016068, 2.370456103872005 48.84975778043117, 2.370564825195455 48.84940723815878)"
2017-05-01 22:38:54,2.3705648251954554,2.3709727405373457,48.849407238158776,48.84843647447021, ,LYON-LEDRU ROLLIN,BASTILLE,13 s,28 s,18 s,B3100,ITI:55,"LINESTRING (2.370564825195455 48.84940723815878, 2.370972740537346 48.84843647447021)"
2017-05-01 22:39:07,2.3709727405373457,2.3709727405373457,48.84843647447021,48.84843647447021,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,BASTILLE,108 s,9 s,72 s,B3100,ITI:55,"LINESTRING (2.370972740537346 48.84843647447021, 2.370972740537346 48.84843647447021)"
2017-05-01 22:39:54,2.3709727405373457,2.371992570434757,48.84843647447021,48.84617133095628, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,61 s,0 s,72 s,B3100,ITI:55,"LINESTRING (2.370972740537346 48.84843647447021, 2.371217540083423 48.84794209267659, 2.3715030753048 48.84727693595099, 2.371992570434757 48.84617133095628)"
2017-05-01 22:40:54,2.371992570434757,2.3721694146483205,48.84617133095628,48.845901653913366, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,1 s,63 s,18 s,B3100,ITI:55,"LINESTRING (2.371992570434757 48.84617133095628, 2.372169414648321 48.84590165391337)"
2017-05-01 22:40:55,2.3721694146483205,2.3721694146483205,48.845901653913366,48.845901653913366,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,LYON-LEDRU ROLLIN,126 s,34 s,92 s,B3100,ITI:55,"LINESTRING (2.372169414648321 48.84590165391337, 2.372169414648321 48.84590165391337)"
