timestamp,x,x1,y,y1,Arret,Arret suivant,Arret precedent,Délai réel,Prédiction RATP,Prédiction IA,bus_id,code_iti
2017-05-02 14:44:45,2.314470357916919,2.314470357916919,48.85180038668808,48.85180038668808,SAINT FRANCOIS XAVIER,BRETEUIL,VANEAU-BABYLONE,112 s,0 s,16 s,B3001,ITI:8
2017-05-02 14:44:55,2.314470357916919,2.311106649548864,48.85180038668808,48.85151209672684, ,BRETEUIL,SAINT FRANCOIS XAVIER,102 s,191 s,16 s,B3001,ITI:8
2017-05-02 14:45:55,2.311106649548864,2.3104257392541414,48.85151209672684,48.8514580204743, ,BRETEUIL,SAINT FRANCOIS XAVIER,42 s,131 s,17 s,B3001,ITI:8
2017-05-02 14:46:37,2.3104257392541414,2.3104257392541414,48.8514580204743,48.8514580204743,BRETEUIL,DUQUESNE-LOWENDAL,SAINT FRANCOIS XAVIER,71 s,71 s,15 s,B3001,ITI:8
2017-05-02 14:46:55,2.3104257392541414,2.30879090739255,48.8514580204743,48.85251816213224, ,DUQUESNE-LOWENDAL,BRETEUIL,53 s,188 s,15 s,B3001,ITI:8
2017-05-02 14:47:48,2.30879090739255,2.308218706992913,48.85251816213224,48.8528775224984,DUQUESNE-LOWENDAL,ECOLE MILITAIRE,BRETEUIL,132 s,172 s,41 s,B3001,ITI:8
2017-05-02 14:47:55,2.308218706992913,2.3063249309268716,48.8528775224984,48.854081364946204, ,ECOLE MILITAIRE,DUQUESNE-LOWENDAL,125 s,0 s,40 s,B3001,ITI:8
2017-05-02 14:48:55,2.3063249309268716,2.3059434401791843,48.854081364946204,48.854323926455066, ,ECOLE MILITAIRE,DUQUESNE-LOWENDAL,65 s,36 s,48 s,B3001,ITI:8
2017-05-02 14:49:55,2.3059434401791843,2.3056300601291917,48.854323926455066,48.85453954245227, ,ECOLE MILITAIRE,DUQUESNE-LOWENDAL,5 s,36 s,49 s,B3001,ITI:8
2017-05-02 14:50:00,2.3056300601291917,2.3056300601291917,48.85453954245227,48.85453954245227,ECOLE MILITAIRE,CHAMP DE MARS-LA BOURDONNAIS,DUQUESNE-LOWENDAL,134 s,1 s,66 s,B3001,ITI:8
2017-05-02 14:50:55,2.3056300601291917,2.3044858412224145,48.85453954245227,48.854817844046735, ,CHAMP DE MARS-LA BOURDONNAIS,ECOLE MILITAIRE,79 s,79 s,66 s,B3001,ITI:8
2017-05-02 14:51:55,2.3044858412224145,2.301569954059028,48.854817844046735,48.856686393712025, ,CHAMP DE MARS-LA BOURDONNAIS,ECOLE MILITAIRE,19 s,67 s,47 s,B3001,ITI:8
2017-05-02 14:52:14,2.301569954059028,2.301569954059028,48.856686393712025,48.856686393712025,CHAMP DE MARS-LA BOURDONNAIS,RAPP-LA BOURDONNAIS,ECOLE MILITAIRE,116 s,66 s,57 s,B3001,ITI:8
2017-05-02 14:52:55,2.301569954059028,2.299853131752757,48.856686393712025,48.85763853458791, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS-LA BOURDONNAIS,75 s,0 s,57 s,B3001,ITI:8
2017-05-02 14:53:55,2.299853131752757,2.299308612782168,48.85763853458791,48.857233928119676, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS-LA BOURDONNAIS,15 s,-13 s,16 s,B3001,ITI:8
2017-05-02 14:54:10,2.299308612782168,2.299308612782168,48.857233928119676,48.857233928119676,RAPP-LA BOURDONNAIS,CHAMP DE MARS.,CHAMP DE MARS-LA BOURDONNAIS,128 s,45 s,19 s,B3001,ITI:8
2017-05-02 14:54:55,2.299308612782168,2.299308612782168,48.857233928119676,48.857233928119676, ,CHAMP DE MARS.,RAPP-LA BOURDONNAIS,83 s,39 s,19 s,B3001,ITI:8
2017-05-02 14:55:55,2.299308612782168,2.2966404483638283,48.857233928119676,48.855435561063594, ,CHAMP DE MARS.,RAPP-LA BOURDONNAIS,23 s,0 s,20 s,B3001,ITI:8
2017-05-02 14:56:18,2.2966404483638283,2.295782890072651,48.855435561063594,48.85482411932326,CHAMP DE MARS.,CHAMP DE MARS.,RAPP-LA BOURDONNAIS,6 s,0 s,20 s,B3001,ITI:8
2017-05-02 14:56:24,2.295782890072651,2.295782890072651,48.85482411932326,48.85482411932326,CHAMP DE MARS.,CHAMP DE MARS.,CHAMP DE MARS.,0 s,-27 s,0 s,B3001,ITI:8
2017-05-02 14:23:44,2.2965590257741924,2.2965590257741924,48.855058060625076,48.855058060625076,CHAMP DE MARS,RAPP-LA BOURDONNAIS,CHAMP DE MARS,205 s,0 s,40 s,B3028,ITI:7
2017-05-02 14:23:55,2.2965590257741924,2.299649178064426,48.855058060625076,48.857153149255105, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,194 s,98 s,40 s,B3028,ITI:7
2017-05-02 14:24:55,2.299649178064426,2.2997989163753005,48.857153149255105,48.857270033016306, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,134 s,75 s,32 s,B3028,ITI:7
2017-05-02 14:25:55,2.2997989163753005,2.2997989163753005,48.857270033016306,48.857270033016306, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,74 s,31 s,30 s,B3028,ITI:7
2017-05-02 14:26:55,2.2997989163753005,2.3002890989469043,48.857270033016306,48.857476896990825, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,14 s,1 s,31 s,B3028,ITI:7
2017-05-02 14:27:09,2.3002890989469043,2.3002890989469043,48.857476896990825,48.857476896990825,RAPP-LA BOURDONNAIS,CHAMP DE MARS-LA BOURDONNAIS,CHAMP DE MARS,64 s,0 s,30 s,B3028,ITI:7
2017-05-02 14:27:55,2.3002890989469043,2.3030688013038625,48.857476896990825,48.85572517757488, ,CHAMP DE MARS-LA BOURDONNAIS,RAPP-LA BOURDONNAIS,18 s,0 s,30 s,B3028,ITI:7
2017-05-02 14:28:13,2.3030688013038625,2.3030688013038625,48.85572517757488,48.85572517757488,CHAMP DE MARS-LA BOURDONNAIS,ECOLE MILITAIRE,RAPP-LA BOURDONNAIS,108 s,39 s,28 s,B3028,ITI:7
2017-05-02 14:28:55,2.3030688013038625,2.3053714542555177,48.85572517757488,48.85426985002129, ,ECOLE MILITAIRE,CHAMP DE MARS-LA BOURDONNAIS,66 s,37 s,28 s,B3028,ITI:7
2017-05-02 14:29:55,2.3053714542555177,2.3066383000150386,48.85426985002129,48.85387473449275, ,ECOLE MILITAIRE,CHAMP DE MARS-LA BOURDONNAIS,6 s,3316 s,23 s,B3028,ITI:7
2017-05-02 14:30:01,2.3066383000150386,2.3091042523351417,48.85387473449275,48.85232051239259,ECOLE MILITAIRE,DUQUESNE-LOWENDAL,CHAMP DE MARS-LA BOURDONNAIS,50 s,3293 s,29 s,B3028,ITI:7
2017-05-02 14:30:51,2.3091042523351417,2.3091042523351417,48.85232051239259,48.85232051239259,DUQUESNE-LOWENDAL,EL SALVADOR,ECOLE MILITAIRE,120 s,3714 s,15 s,B3028,ITI:7
2017-05-02 14:30:55,2.3091042523351417,2.3091042523351417,48.85232051239259,48.85232051239259, ,EL SALVADOR,DUQUESNE-LOWENDAL,116 s,18 s,15 s,B3028,ITI:7
2017-05-02 14:31:55,2.3091042523351417,2.3116245888744715,48.85232051239259,48.85064941183546, ,EL SALVADOR,DUQUESNE-LOWENDAL,56 s,0 s,15 s,B3028,ITI:7
2017-05-02 14:32:51,2.3116245888744715,2.3116245888744715,48.85064941183546,48.85064941183546,EL SALVADOR,OUDINOT,DUQUESNE-LOWENDAL,81 s,112 s,20 s,B3028,ITI:7
2017-05-02 14:32:55,2.3116245888744715,2.314361986288827,48.85064941183546,48.85048819483824, ,OUDINOT,EL SALVADOR,77 s,83 s,20 s,B3028,ITI:7
2017-05-02 14:33:55,2.314361986288827,2.315356933146201,48.85048819483824,48.848601010128874, ,OUDINOT,EL SALVADOR,17 s,46 s,53 s,B3028,ITI:7
2017-05-02 14:34:12,2.315356933146201,2.315356933146201,48.848601010128874,48.848601010128874,OUDINOT,DUROC,EL SALVADOR,52 s,41 s,58 s,B3028,ITI:7
2017-05-02 14:34:55,2.315356933146201,2.3163381285054,48.848601010128874,48.846866599404066, ,DUROC,OUDINOT,9 s,22 s,58 s,B3028,ITI:7
2017-05-02 14:35:04,2.3163381285054,2.3163381285054,48.846866599404066,48.846866599404066,DUROC,VANEAU-SAINT ROMAIN,OUDINOT,160 s,0 s,87 s,B3028,ITI:7
2017-05-02 14:35:55,2.3163381285054,2.3172776663960497,48.846866599404066,48.84705549827432, ,VANEAU-SAINT ROMAIN,DUROC,109 s,25 s,87 s,B3028,ITI:7
2017-05-02 14:36:55,2.3172776663960497,2.3213623995420902,48.84705549827432,48.84883563760677, ,VANEAU-SAINT ROMAIN,DUROC,49 s,0 s,72 s,B3028,ITI:7
2017-05-02 14:37:44,2.3213623995420902,2.3213623995420902,48.84883563760677,48.84883563760677,VANEAU-SAINT ROMAIN,BAC-SAINT PLACIDE,DUROC,34 s,0 s,81 s,B3028,ITI:7
2017-05-02 14:37:55,2.3213623995420902,2.3230371895917834,48.84883563760677,48.84968067303481, ,BAC-SAINT PLACIDE,VANEAU-SAINT ROMAIN,23 s,22 s,81 s,B3028,ITI:7
2017-05-02 14:38:18,2.3230371895917834,2.3230371895917834,48.84968067303481,48.84968067303481,BAC-SAINT PLACIDE,SEVRES-BABYLONE,VANEAU-SAINT ROMAIN,100 s,30 s,99 s,B3028,ITI:7
2017-05-02 14:38:55,2.3230371895917834,2.3252975947251877,48.84968067303481,48.85067853165736, ,SEVRES-BABYLONE,BAC-SAINT PLACIDE,63 s,79 s,99 s,B3028,ITI:7
2017-05-02 14:39:55,2.3252975947251877,2.3266865746896177,48.85067853165736,48.85122689891294, ,SEVRES-BABYLONE,BAC-SAINT PLACIDE,3 s,97 s,33 s,B3028,ITI:7
2017-05-02 14:39:58,2.3266865746896177,2.3266865746896177,48.85122689891294,48.85122689891294,SEVRES-BABYLONE,MICHEL DEBRE,BAC-SAINT PLACIDE,88 s,92 s,20 s,B3028,ITI:7
2017-05-02 14:40:55,2.3266865746896177,2.330486064799691,48.85122689891294,48.85217984707582, ,MICHEL DEBRE,SEVRES-BABYLONE,31 s,48 s,20 s,B3028,ITI:7
2017-05-02 14:41:26,2.330486064799691,2.330486064799691,48.85217984707582,48.85217984707582,MICHEL DEBRE,BONAPARTE-SAINT GERMAIN,SEVRES-BABYLONE,112 s,66 s,25 s,B3028,ITI:7
2017-05-02 14:41:55,2.330486064799691,2.3328148704424834,48.85217984707582,48.85256641756573, ,BONAPARTE-SAINT GERMAIN,MICHEL DEBRE,83 s,0 s,25 s,B3028,ITI:7
2017-05-02 14:42:55,2.3328148704424834,2.333877148647317,48.85256641756573,48.852674301956235, ,BONAPARTE-SAINT GERMAIN,MICHEL DEBRE,23 s,61 s,26 s,B3028,ITI:7
2017-05-02 14:43:18,2.333877148647317,2.333877148647317,48.852674301956235,48.852674301956235,BONAPARTE-SAINT GERMAIN,SEINE-BUCI,MICHEL DEBRE,117 s,41 s,32 s,B3028,ITI:7
2017-05-02 14:43:55,2.333877148647317,2.336369432580703,48.852674301956235,48.853015870014936, ,SEINE-BUCI,BONAPARTE-SAINT GERMAIN,80 s,12 s,32 s,B3028,ITI:7
2017-05-02 14:44:55,2.336369432580703,2.3379492495181067,48.853015870014936,48.852602448070115, ,SEINE-BUCI,BONAPARTE-SAINT GERMAIN,20 s,0 s,25 s,B3028,ITI:7
2017-05-02 14:45:15,2.3379492495181067,2.3379492495181067,48.852602448070115,48.852602448070115,SEINE-BUCI,SAINT GERMAIN-ODEON,BONAPARTE-SAINT GERMAIN,108 s,72 s,15 s,B3028,ITI:7
2017-05-02 14:45:55,2.3379492495181067,2.339706087945515,48.852602448070115,48.85219798898204, ,SAINT GERMAIN-ODEON,SEINE-BUCI,68 s,1015 s,15 s,B3028,ITI:7
2017-05-02 14:46:55,2.339706087945515,2.340291694666026,48.85219798898204,48.85206316349778, ,SAINT GERMAIN-ODEON,SEINE-BUCI,8 s,991 s,18 s,B3028,ITI:7
2017-05-02 14:47:03,2.340291694666026,2.3427975057471895,48.85206316349778,48.851424962951086,SAINT GERMAIN-ODEON,CLUNY,SEINE-BUCI,69 s,0 s,12 s,B3028,ITI:7
2017-05-02 14:47:55,2.3427975057471895,2.344363608053473,48.851424962951086,48.851038418445896, ,CLUNY,SAINT GERMAIN-ODEON,17 s,133 s,12 s,B3028,ITI:7
2017-05-02 14:48:12,2.344363608053473,2.344363608053473,48.851038418445896,48.851038418445896,CLUNY,DANTE,SAINT GERMAIN-ODEON,75 s,122 s,20 s,B3028,ITI:7
2017-05-02 14:48:55,2.344363608053473,2.346488024698091,48.851038418445896,48.85052598656532, ,DANTE,CLUNY,32 s,0 s,20 s,B3028,ITI:7
2017-05-02 14:49:27,2.346488024698091,2.346488024698091,48.85052598656532,48.85052598656532,DANTE,MAUBERT-MUTUALITE,CLUNY,51 s,0 s,39 s,B3028,ITI:7
2017-05-02 14:49:55,2.346488024698091,2.3481221587286965,48.85052598656532,48.85011242461574, ,MAUBERT-MUTUALITE,DANTE,23 s,0 s,39 s,B3028,ITI:7
2017-05-02 14:50:18,2.3481221587286965,2.3481221587286965,48.85011242461574,48.85011242461574,MAUBERT-MUTUALITE,SAINT GERMAIN-CARDINAL LEMOINE,DANTE,104 s,90 s,72 s,B3028,ITI:7
2017-05-02 14:50:55,2.3481221587286965,2.3521666261993825,48.85011242461574,48.84942893813179, ,SAINT GERMAIN-CARDINAL LEMOINE,MAUBERT-MUTUALITE,67 s,86 s,72 s,B3028,ITI:7
2017-05-02 14:51:55,2.3521666261993825,2.353678234093139,48.84942893813179,48.84938380182115, ,SAINT GERMAIN-CARDINAL LEMOINE,MAUBERT-MUTUALITE,7 s,178 s,34 s,B3028,ITI:7
2017-05-02 14:52:02,2.353678234093139,2.353678234093139,48.84938380182115,48.84938380182115,SAINT GERMAIN-CARDINAL LEMOINE,PONT SULLY-QUAI DE BETHUNE,MAUBERT-MUTUALITE,282 s,52 s,37 s,B3028,ITI:7
2017-05-02 14:52:55,2.353678234093139,2.3551353758767095,48.84938380182115,48.84936561697122, ,PONT SULLY-QUAI DE BETHUNE,SAINT GERMAIN-CARDINAL LEMOINE,229 s,0 s,37 s,B3028,ITI:7
2017-05-02 14:53:55,2.3551353758767095,2.356497182598988,48.84936561697122,48.8493294547633, ,PONT SULLY-QUAI DE BETHUNE,SAINT GERMAIN-CARDINAL LEMOINE,169 s,46 s,130 s,B3028,ITI:7
2017-05-02 14:54:55,2.356497182598988,2.358798921929344,48.8493294547633,48.84996717195234, ,PONT SULLY-QUAI DE BETHUNE,SAINT GERMAIN-CARDINAL LEMOINE,109 s,60 s,115 s,B3028,ITI:7
2017-05-02 14:55:55,2.358798921929344,2.359874913346256,48.84996717195234,48.85029052173133, ,PONT SULLY-QUAI DE BETHUNE,SAINT GERMAIN-CARDINAL LEMOINE,49 s,56 s,34 s,B3028,ITI:7
2017-05-02 14:56:44,2.359874913346256,2.359874913346256,48.85029052173133,48.85029052173133,PONT SULLY-QUAI DE BETHUNE,SULLY-MORLAND,SAINT GERMAIN-CARDINAL LEMOINE,111 s,0 s,135 s,B3028,ITI:7
2017-05-02 14:56:55,2.359874913346256,2.3608147165670013,48.85029052173133,48.85057793881919, ,SULLY-MORLAND,PONT SULLY-QUAI DE BETHUNE,100 s,141 s,135 s,B3028,ITI:7
2017-05-02 14:57:55,2.3608147165670013,2.363457117792438,48.85057793881919,48.85138625944734, ,SULLY-MORLAND,PONT SULLY-QUAI DE BETHUNE,40 s,137 s,47 s,B3028,ITI:7
2017-05-02 14:58:35,2.363457117792438,2.363457117792438,48.85138625944734,48.85138625944734,SULLY-MORLAND,LA CERISAIE,PONT SULLY-QUAI DE BETHUNE,173 s,51 s,80 s,B3028,ITI:7
2017-05-02 14:58:55,2.363457117792438,2.366303920751596,48.85138625944734,48.8522573835165, ,LA CERISAIE,SULLY-MORLAND,153 s,109 s,80 s,B3028,ITI:7
2017-05-02 14:59:55,2.366303920751596,2.366303920751596,48.8522573835165,48.8522573835165, ,LA CERISAIE,SULLY-MORLAND,93 s,46 s,25 s,B3028,ITI:7
2017-05-02 15:00:55,2.366303920751596,2.36703946842079,48.8522573835165,48.85247290098191, ,LA CERISAIE,SULLY-MORLAND,33 s,193 s,22 s,B3028,ITI:7
2017-05-02 15:01:28,2.36703946842079,2.369096033593718,48.85247290098191,48.85262515577507,LA CERISAIE,BASTILLE,SULLY-MORLAND,4 s,87 s,82 s,B3028,ITI:7
2017-05-02 15:01:32,2.369096033593718,2.369096033593718,48.85262515577507,48.85262515577507,BASTILLE,LYON-LEDRU ROLLIN,BASTILLE,113 s,53 s,104 s,B3028,ITI:7
2017-05-02 15:01:55,2.369096033593718,2.3704968896604335,48.85262515577507,48.84964991924497, ,LYON-LEDRU ROLLIN,BASTILLE,90 s,11 s,104 s,B3028,ITI:7
2017-05-02 15:02:55,2.3704968896604335,2.3709863292699644,48.84964991924497,48.84839153315472, ,LYON-LEDRU ROLLIN,BASTILLE,30 s,0 s,27 s,B3028,ITI:7
2017-05-02 15:03:25,2.3709863292699644,2.3709863292699644,48.84839153315472,48.84839153315472,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,BASTILLE,38 s,111 s,69 s,B3028,ITI:7
2017-05-02 15:03:55,2.3709863292699644,2.3721830198352643,48.84839153315472,48.84588367489986, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,8 s,56 s,69 s,B3028,ITI:7
2017-05-02 15:04:03,2.3721830198352643,2.36703946842079,48.84588367489986,48.85247290098191,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,LYON-LEDRU ROLLIN,143 s,0 s,80 s,B3028,ITI:7
2017-05-02 15:04:55,2.36703946842079,2.3713930516512836,48.85247290098191,48.84563225363211, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,91 s,89 s,90 s,B3028,ITI:7
2017-05-02 15:05:55,2.3713930516512836,2.3717737476871883,48.84563225363211,48.844751367228035, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,31 s,36 s,49 s,B3028,ITI:7
2017-05-02 15:06:26,2.3717737476871883,2.3717737476871883,48.844751367228035,48.844751367228035,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON-DIDEROT,94 s,102 s,106 s,B3028,ITI:7
2017-05-02 15:06:55,2.3717737476871883,2.374155563440363,48.844751367228035,48.84312391072431, ,GARE DE LYON,GARE DE LYON VAN GOGH,65 s,73 s,106 s,B3028,ITI:7
2017-05-02 15:07:55,2.374155563440363,2.3746455717752397,48.84312391072431,48.842863119406715, ,GARE DE LYON,GARE DE LYON VAN GOGH,5 s,0 s,16 s,B3028,ITI:7
2017-05-02 15:08:00,2.3746455717752397,2.3746455717752397,48.842863119406715,48.842863119406715,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,65 s,136 s,33 s,B3028,ITI:7
2017-05-02 15:08:55,2.3746455717752397,2.3785926428628796,48.842863119406715,48.84071379202249, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,10 s,107 s,33 s,B3028,ITI:7
2017-05-02 15:09:05,2.3785926428628796,2.3785926428628796,48.84071379202249,48.84071379202249,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,GARE DE LYON,128 s,0 s,87 s,B3028,ITI:7
2017-05-02 15:09:55,2.3785926428628796,2.380934128437887,48.84071379202249,48.84017370298243, ,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,78 s,86 s,87 s,B3028,ITI:7
2017-05-02 15:10:55,2.380934128437887,2.382145738973719,48.84017370298243,48.83994856347876, ,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,18 s,0 s,27 s,B3028,ITI:7
2017-05-02 15:11:13,2.382145738973719,2.382145738973719,48.83994856347876,48.83994856347876,GARE DE BERCY,DUGOMMIER,MINISTERE DE L'ECONOMIE ET DES FINANCES,96 s,0 s,61 s,B3028,ITI:7
2017-05-02 15:11:55,2.382145738973719,2.3882716668744606,48.83994856347876,48.838777713469625, ,DUGOMMIER,GARE DE BERCY,54 s,42 s,61 s,B3028,ITI:7
2017-05-02 15:12:49,2.3882716668744606,2.388829398721561,48.838777713469625,48.83827416947331,DUGOMMIER,CHARENTON-WATTIGNIES,GARE DE BERCY,43 s,0 s,54 s,B3028,ITI:7
2017-05-02 15:12:55,2.388829398721561,2.390557339741404,48.83827416947331,48.837105024021994, ,CHARENTON-WATTIGNIES,DUGOMMIER,37 s,26 s,64 s,B3028,ITI:7
2017-05-02 15:13:32,2.390557339741404,2.390557339741404,48.837105024021994,48.837105024021994,CHARENTON-WATTIGNIES,NICOLAI,DUGOMMIER,100 s,0 s,65 s,B3028,ITI:7
2017-05-02 15:13:55,2.390557339741404,2.391700630206607,48.837105024021994,48.83675399114825, ,NICOLAI,CHARENTON-WATTIGNIES,77 s,28 s,65 s,B3028,ITI:7
2017-05-02 15:14:55,2.391700630206607,2.3932642853578727,48.83675399114825,48.834847897510926, ,NICOLAI,CHARENTON-WATTIGNIES,17 s,0 s,43 s,B3028,ITI:7
2017-05-02 15:15:12,2.3932642853578727,2.3932642853578727,48.834847897510926,48.834847897510926,NICOLAI,CHARENTON-JARDINIERS,CHARENTON-WATTIGNIES,50 s,103 s,42 s,B3028,ITI:7
2017-05-02 15:15:55,2.3932642853578727,2.3955360606954694,48.834847897510926,48.83322005160296, ,CHARENTON-JARDINIERS,NICOLAI,7 s,81 s,42 s,B3028,ITI:7
2017-05-02 15:16:02,2.3955360606954694,2.3955360606954694,48.83322005160296,48.83322005160296,CHARENTON-JARDINIERS,PORTE DE CHARENTON,NICOLAI,126 s,0 s,81 s,B3028,ITI:7
2017-05-02 15:16:55,2.3955360606954694,2.397059684677337,48.83322005160296,48.83223065898822, ,PORTE DE CHARENTON,CHARENTON-JARDINIERS,73 s,155 s,81 s,B3028,ITI:7
2017-05-02 15:17:55,2.397059684677337,2.3980812073595135,48.83223065898822,48.832652559166846, ,PORTE DE CHARENTON,CHARENTON-JARDINIERS,13 s,114 s,28 s,B3028,ITI:7
2017-05-02 15:18:08,2.3980812073595135,2.3997163576546505,48.832652559166846,48.83389200202445,PORTE DE CHARENTON,PORTE DE REUILLY.,CHARENTON-JARDINIERS,42 s,76 s,18 s,B3028,ITI:7
2017-05-02 15:18:50,2.3997163576546505,2.3997163576546505,48.83389200202445,48.83389200202445,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE CHARENTON,0 s,43 s,0 s,B3028,ITI:7
2017-05-02 14:01:19,2.296599863721963,2.296599863721963,48.85508503690636,48.85508503690636,CHAMP DE MARS,RAPP-LA BOURDONNAIS,CHAMP DE MARS,154 s,0 s,33 s,B3050,ITI:7
2017-05-02 14:01:55,2.296599863721963,2.2997444677750343,48.85508503690636,48.85722507873692, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,118 s,105 s,33 s,B3050,ITI:7
2017-05-02 14:02:55,2.2997444677750343,2.300425359676647,48.85722507873692,48.85739605234732, ,RAPP-LA BOURDONNAIS,CHAMP DE MARS,58 s,94 s,30 s,B3050,ITI:7
2017-05-02 14:03:53,2.300425359676647,2.300425359676647,48.85739605234732,48.85739605234732,RAPP-LA BOURDONNAIS,CHAMP DE MARS-LA BOURDONNAIS,CHAMP DE MARS,86 s,62 s,20 s,B3050,ITI:7
2017-05-02 14:03:55,2.300425359676647,2.300425359676647,48.85739605234732,48.85739605234732, ,CHAMP DE MARS-LA BOURDONNAIS,RAPP-LA BOURDONNAIS,84 s,101 s,20 s,B3050,ITI:7
2017-05-02 14:04:55,2.300425359676647,2.3031914273479583,48.85739605234732,48.85565331318159, ,CHAMP DE MARS-LA BOURDONNAIS,RAPP-LA BOURDONNAIS,24 s,81 s,20 s,B3050,ITI:7
2017-05-02 14:05:19,2.3031914273479583,2.3031914273479583,48.85565331318159,48.85565331318159,CHAMP DE MARS-LA BOURDONNAIS,ECOLE MILITAIRE,RAPP-LA BOURDONNAIS,118 s,0 s,32 s,B3050,ITI:7
2017-05-02 14:05:55,2.3031914273479583,2.304635713686735,48.85565331318159,48.854728010712634, ,ECOLE MILITAIRE,CHAMP DE MARS-LA BOURDONNAIS,82 s,583 s,32 s,B3050,ITI:7
2017-05-02 14:06:55,2.304635713686735,2.3066383000150386,48.854728010712634,48.85387473449275, ,ECOLE MILITAIRE,CHAMP DE MARS-LA BOURDONNAIS,22 s,635 s,24 s,B3050,ITI:7
2017-05-02 14:07:17,2.3066383000150386,2.3066383000150386,48.85387473449275,48.85387473449275,ECOLE MILITAIRE,DUQUESNE-LOWENDAL,CHAMP DE MARS-LA BOURDONNAIS,72 s,142 s,28 s,B3050,ITI:7
2017-05-02 14:07:55,2.3066383000150386,2.3091451238738157,48.85387473449275,48.852293559650796, ,DUQUESNE-LOWENDAL,ECOLE MILITAIRE,34 s,119 s,28 s,B3050,ITI:7
2017-05-02 14:08:29,2.3091451238738157,2.3091451238738157,48.852293559650796,48.852293559650796,DUQUESNE-LOWENDAL,EL SALVADOR,ECOLE MILITAIRE,64 s,0 s,14 s,B3050,ITI:7
2017-05-02 14:08:55,2.3091451238738157,2.311638211849955,48.852293559650796,48.85064042728936, ,EL SALVADOR,DUQUESNE-LOWENDAL,38 s,62 s,14 s,B3050,ITI:7
2017-05-02 14:09:33,2.311638211849955,2.311638211849955,48.85064042728936,48.85064042728936,EL SALVADOR,SAINT FRANCOIS XAVIER,DUQUESNE-LOWENDAL,43 s,53 s,30 s,B3050,ITI:7
2017-05-02 14:09:55,2.311638211849955,2.314375628567298,48.85064042728936,48.85043427259123, ,SAINT FRANCOIS XAVIER,EL SALVADOR,21 s,127 s,30 s,B3050,ITI:7
2017-05-02 14:10:16,2.314375628567298,2.314375628567298,48.85043427259123,48.85043427259123,SAINT FRANCOIS XAVIER,OUDINOT,EL SALVADOR,43 s,383 s,69 s,B3050,ITI:7
2017-05-02 14:10:55,2.314375628567298,2.315316041139032,48.85043427259123,48.848690877515935, ,OUDINOT,SAINT FRANCOIS XAVIER,4 s,0 s,69 s,B3050,ITI:7
2017-05-02 14:10:59,2.315316041139032,2.3159974799860614,48.848690877515935,48.84737882672136,OUDINOT,DUROC,SAINT FRANCOIS XAVIER,110 s,81 s,60 s,B3050,ITI:7
2017-05-02 14:11:55,2.3159974799860614,2.3159974799860614,48.84737882672136,48.84737882672136, ,DUROC,OUDINOT,54 s,52 s,102 s,B3050,ITI:7
2017-05-02 14:12:49,2.3159974799860614,2.316310875274961,48.84737882672136,48.846911532134534,DUROC,VANEAU-SAINT ROMAIN,OUDINOT,160 s,0 s,104 s,B3050,ITI:7
2017-05-02 14:12:55,2.316310875274961,2.317250434673503,48.846911532134534,48.84704650620077, ,VANEAU-SAINT ROMAIN,DUROC,154 s,56 s,104 s,B3050,ITI:7
2017-05-02 14:13:55,2.317250434673503,2.3204501408080063,48.84704650620077,48.84836816283769, ,VANEAU-SAINT ROMAIN,DUROC,94 s,0 s,97 s,B3050,ITI:7
2017-05-02 14:14:55,2.3204501408080063,2.3212534744544997,48.84836816283769,48.848772710593735, ,VANEAU-SAINT ROMAIN,DUROC,34 s,85 s,83 s,B3050,ITI:7
2017-05-02 14:15:29,2.3212534744544997,2.3212534744544997,48.848772710593735,48.848772710593735,VANEAU-SAINT ROMAIN,BAC-SAINT PLACIDE,DUROC,55 s,0 s,50 s,B3050,ITI:7
2017-05-02 14:15:55,2.3212534744544997,2.3230235737737863,48.848772710593735,48.849671683925266, ,BAC-SAINT PLACIDE,VANEAU-SAINT ROMAIN,29 s,0 s,50 s,B3050,ITI:7
